三菱電機,FR-D720-0.1K,inverter,三相200~240V,0.8A,"主回路:R/L1,S/L2,T/L3,U,V,W / 制御入力:STF,STR,RH,RM,RL,SD,PC / 周波数設定:10,2,4,5 / 出力:A,B,C,RUN,SE,FM / セーフティ:S1,S2,SC,SO / 主回路オプション:P/+,PR,N/-,P1",1c,三菱電機汎用インバータFREQROL-D700シリーズ。三相200V電源。適用モータ容量0.1kW(4極の三菱電機標準モータ使用時の最大適用容量)。定格容量0.3kVA・電源設備容量0.4kVA。出力定格電圧三相200~240V。保護構造 閉鎖形(IP20)。過負荷電流定格150%60s・200%0.5s(反限時特性)。異常出力A-B-Cは1c接点(AC230V 0.3A・DC30V 0.3A)。端子はFR-D700カタログ「端子仕様説明」より。なお0.1K/0.2Kはブレーキトランジスタ非内蔵のためブレーキ抵抗器(P/+-PR間)は接続不可。定格は三菱総合カタログ D-224より。,FR-D700カタログ 端子仕様説明,https://drive.google.com/file/d/1rFFWX5dF-zeMdKFRVO9tuV19JWmOh2As/view
三菱電機,FR-D720-0.2K,inverter,三相200~240V,1.4A,"主回路:R/L1,S/L2,T/L3,U,V,W / 制御入力:STF,STR,RH,RM,RL,SD,PC / 周波数設定:10,2,4,5 / 出力:A,B,C,RUN,SE,FM / セーフティ:S1,S2,SC,SO / 主回路オプション:P/+,PR,N/-,P1",1c,三菱電機汎用インバータFREQROL-D700シリーズ。三相200V電源。適用モータ容量0.2kW(4極の三菱電機標準モータ使用時の最大適用容量)。定格容量0.6kVA・電源設備容量0.7kVA。出力定格電圧三相200~240V。保護構造 閉鎖形(IP20)。過負荷電流定格150%60s・200%0.5s(反限時特性)。異常出力A-B-Cは1c接点(AC230V 0.3A・DC30V 0.3A)。端子はFR-D700カタログ「端子仕様説明」より。なお0.1K/0.2Kはブレーキトランジスタ非内蔵のためブレーキ抵抗器(P/+-PR間)は接続不可。定格は三菱総合カタログ D-224より。,FR-D700カタログ 端子仕様説明,https://drive.google.com/file/d/1rFFWX5dF-zeMdKFRVO9tuV19JWmOh2As/view
三菱電機,FR-D720-0.4K,inverter,三相200~240V,2.5A,"主回路:R/L1,S/L2,T/L3,U,V,W / 制御入力:STF,STR,RH,RM,RL,SD,PC / 周波数設定:10,2,4,5 / 出力:A,B,C,RUN,SE,FM / セーフティ:S1,S2,SC,SO / 主回路オプション:P/+,PR,N/-,P1",1c,三菱電機汎用インバータFREQROL-D700シリーズ。三相200V電源。適用モータ容量0.4kW(4極の三菱電機標準モータ使用時の最大適用容量)。定格容量1.0kVA・電源設備容量1.2kVA。出力定格電圧三相200~240V。保護構造 閉鎖形(IP20)。過負荷電流定格150%60s・200%0.5s(反限時特性)。異常出力A-B-Cは1c接点(AC230V 0.3A・DC30V 0.3A)。端子はFR-D700カタログ「端子仕様説明」より。定格は三菱総合カタログ D-224より。,FR-D700カタログ 端子仕様説明,https://drive.google.com/file/d/1rFFWX5dF-zeMdKFRVO9tuV19JWmOh2As/view
三菱電機,FR-D720-0.75K,inverter,三相200~240V,4.2A,"主回路:R/L1,S/L2,T/L3,U,V,W / 制御入力:STF,STR,RH,RM,RL,SD,PC / 周波数設定:10,2,4,5 / 出力:A,B,C,RUN,SE,FM / セーフティ:S1,S2,SC,SO / 主回路オプション:P/+,PR,N/-,P1",1c,三菱電機汎用インバータFREQROL-D700シリーズ。三相200V電源。適用モータ容量0.75kW(4極の三菱電機標準モータ使用時の最大適用容量)。定格容量1.7kVA・電源設備容量2.1kVA。出力定格電圧三相200~240V。保護構造 閉鎖形(IP20)。過負荷電流定格150%60s・200%0.5s(反限時特性)。異常出力A-B-Cは1c接点(AC230V 0.3A・DC30V 0.3A)。端子はFR-D700カタログ「端子仕様説明」より。定格は三菱総合カタログ D-224より。,FR-D700カタログ 端子仕様説明,https://drive.google.com/file/d/1rFFWX5dF-zeMdKFRVO9tuV19JWmOh2As/view
三菱電機,FR-D720-1.5K,inverter,三相200~240V,7.0A,"主回路:R/L1,S/L2,T/L3,U,V,W / 制御入力:STF,STR,RH,RM,RL,SD,PC / 周波数設定:10,2,4,5 / 出力:A,B,C,RUN,SE,FM / セーフティ:S1,S2,SC,SO / 主回路オプション:P/+,PR,N/-,P1",1c,三菱電機汎用インバータFREQROL-D700シリーズ。三相200V電源。適用モータ容量1.5kW(4極の三菱電機標準モータ使用時の最大適用容量)。定格容量2.8kVA・電源設備容量4.0kVA。出力定格電圧三相200~240V。保護構造 閉鎖形(IP20)。過負荷電流定格150%60s・200%0.5s(反限時特性)。異常出力A-B-Cは1c接点(AC230V 0.3A・DC30V 0.3A)。端子はFR-D700カタログ「端子仕様説明」より。定格は三菱総合カタログ D-224より。,FR-D700カタログ 端子仕様説明,https://drive.google.com/file/d/1rFFWX5dF-zeMdKFRVO9tuV19JWmOh2As/view
三菱電機,FR-D720-2.2K,inverter,三相200~240V,10.0A,"主回路:R/L1,S/L2,T/L3,U,V,W / 制御入力:STF,STR,RH,RM,RL,SD,PC / 周波数設定:10,2,4,5 / 出力:A,B,C,RUN,SE,FM / セーフティ:S1,S2,SC,SO / 主回路オプション:P/+,PR,N/-,P1",1c,三菱電機汎用インバータFREQROL-D700シリーズ。三相200V電源。適用モータ容量2.2kW(4極の三菱電機標準モータ使用時の最大適用容量)。定格容量4.0kVA・電源設備容量5.5kVA。出力定格電圧三相200~240V。保護構造 閉鎖形(IP20)。過負荷電流定格150%60s・200%0.5s(反限時特性)。異常出力A-B-Cは1c接点(AC230V 0.3A・DC30V 0.3A)。端子はFR-D700カタログ「端子仕様説明」より。定格は三菱総合カタログ D-224より。,FR-D700カタログ 端子仕様説明,https://drive.google.com/file/d/1rFFWX5dF-zeMdKFRVO9tuV19JWmOh2As/view
三菱電機,FR-D720-3.7K,inverter,三相200~240V,16.5A,"主回路:R/L1,S/L2,T/L3,U,V,W / 制御入力:STF,STR,RH,RM,RL,SD,PC / 周波数設定:10,2,4,5 / 出力:A,B,C,RUN,SE,FM / セーフティ:S1,S2,SC,SO / 主回路オプション:P/+,PR,N/-,P1",1c,三菱電機汎用インバータFREQROL-D700シリーズ。三相200V電源。適用モータ容量3.7kW(4極の三菱電機標準モータ使用時の最大適用容量)。定格容量6.6kVA・電源設備容量9.0kVA。出力定格電圧三相200~240V。保護構造 閉鎖形(IP20)。過負荷電流定格150%60s・200%0.5s(反限時特性)。異常出力A-B-Cは1c接点(AC230V 0.3A・DC30V 0.3A)。端子はFR-D700カタログ「端子仕様説明」より。定格は三菱総合カタログ D-224より。,FR-D700カタログ 端子仕様説明,https://drive.google.com/file/d/1rFFWX5dF-zeMdKFRVO9tuV19JWmOh2As/view
三菱電機,FR-D720-5.5K,inverter,三相200~240V,23.8A,"主回路:R/L1,S/L2,T/L3,U,V,W / 制御入力:STF,STR,RH,RM,RL,SD,PC / 周波数設定:10,2,4,5 / 出力:A,B,C,RUN,SE,FM / セーフティ:S1,S2,SC,SO / 主回路オプション:P/+,PR,N/-,P1",1c,三菱電機汎用インバータFREQROL-D700シリーズ。三相200V電源。適用モータ容量5.5kW(4極の三菱電機標準モータ使用時の最大適用容量)。定格容量9.5kVA・電源設備容量12.0kVA。出力定格電圧三相200~240V。保護構造 閉鎖形(IP20)。過負荷電流定格150%60s・200%0.5s(反限時特性)。異常出力A-B-Cは1c接点(AC230V 0.3A・DC30V 0.3A)。端子はFR-D700カタログ「端子仕様説明」より。定格は三菱総合カタログ D-224より。,FR-D700カタログ 端子仕様説明,https://drive.google.com/file/d/1rFFWX5dF-zeMdKFRVO9tuV19JWmOh2As/view
三菱電機,FR-D720-7.5K,inverter,三相200~240V,31.8A,"主回路:R/L1,S/L2,T/L3,U,V,W / 制御入力:STF,STR,RH,RM,RL,SD,PC / 周波数設定:10,2,4,5 / 出力:A,B,C,RUN,SE,FM / セーフティ:S1,S2,SC,SO / 主回路オプション:P/+,PR,N/-,P1",1c,三菱電機汎用インバータFREQROL-D700シリーズ。三相200V電源。適用モータ容量7.5kW(4極の三菱電機標準モータ使用時の最大適用容量)。定格容量12.7kVA・電源設備容量17.0kVA。出力定格電圧三相200~240V。保護構造 閉鎖形(IP20)。過負荷電流定格150%60s・200%0.5s(反限時特性)。異常出力A-B-Cは1c接点(AC230V 0.3A・DC30V 0.3A)。端子はFR-D700カタログ「端子仕様説明」より。定格は三菱総合カタログ D-224より。,FR-D700カタログ 端子仕様説明,https://drive.google.com/file/d/1rFFWX5dF-zeMdKFRVO9tuV19JWmOh2As/view
三菱電機,FR-D720-11K,inverter,三相200~240V,45A,"主回路:R/L1,S/L2,T/L3,U,V,W / 制御入力:STF,STR,RH,RM,RL,SD,PC / 周波数設定:10,2,4,5 / 出力:A,B,C,RUN,SE,FM / セーフティ:S1,S2,SC,SO / 主回路オプション:P/+,PR,N/-,P1",1c,三菱電機汎用インバータFREQROL-D700シリーズ。三相200V電源。適用モータ容量11kW(4極の三菱電機標準モータ使用時の最大適用容量)。定格容量17.9kVA・電源設備容量20.0kVA。出力定格電圧三相200~240V。保護構造 閉鎖形(IP20)。過負荷電流定格150%60s・200%0.5s(反限時特性)。異常出力A-B-Cは1c接点(AC230V 0.3A・DC30V 0.3A)。端子はFR-D700カタログ「端子仕様説明」より。定格は三菱総合カタログ D-224より。,FR-D700カタログ 端子仕様説明,https://drive.google.com/file/d/1rFFWX5dF-zeMdKFRVO9tuV19JWmOh2As/view
